서울시 기준일,서울시 확진자,서울시 추가 확진,서울시 치료중,서울시 퇴원,서울시 추가 퇴원,서울시 사망,전국 기준일,전국 확진,전국 추가 확진,전국 치료중,전국 퇴원,전국 사망
2020-07-19 00:00:00,1474,10,144,1320,2,10,2020-07-19 00:00:00,13745,34,894,12556,295
2020-07-18 00:00:00,1464,6,137,1318,18,9,2020-07-18 00:00:00,13711,60,898,12519,294
2020-07-17 00:00:00,1458,9,149,1300,14,9,2020-07-17 00:00:00,13672,60,919,12460,293
2020-07-16 00:00:00,1449,7,154,1286,11,9,2020-07-16 00:00:00,13612,61,925,12396,291
2020-07-15 00:00:00,1442,6,158,1275,31,9,2020-07-15 00:00:00,13551,39,914,12348,289
2020-07-14 00:00:00,1436,7,183,1244,27,9,2020-07-14 00:00:00,13512,33,941,12282,289
2020-07-13 00:00:00,1429,13,203,1217,8,9,2020-07-13 00:00:00,13479,62,986,12204,289
2020-07-12 00:00:00,1416,7,198,1209,11,9,2020-07-12 00:00:00,13417,44,951,12178,288
2020-07-11 00:00:00,1409,8,202,1198,16,9,2020-07-11 00:00:00,13373,35,941,12144,288
2020-07-10 00:00:00,1401,8,210,1182,11,9,2020-07-10 00:00:00,13338,45,985,12065,288
2020-07-09 00:00:00,1393,8,213,1171,11,9,2020-07-09 00:00:00,13293,50,987,12019,287
2020-07-08 00:00:00,1385,10,216,1160,16,9,2020-07-08 00:00:00,13244,63,989,11970,285
2020-07-07 00:00:00,1375,3,223,1144,34,8,2020-07-07 00:00:00,13181,44,982,11914,285
2020-07-06 00:00:00,1372,3,254,1110,5,8,2020-07-06 00:00:00,13127,48,1005,11838,284
2020-07-05 00:00:00,1369,16,256,1105,2,8,2020-07-05 00:00:00,13091,61,976,11832,283
2020-07-04 00:00:00,1353,7,242,1103,18,8,2020-07-04 00:00:00,13030,63,936,11811,283
2020-07-03 00:00:00,1346,12,254,1085,31,7,2020-07-03 00:00:00,12967,63,926,11759,282
2020-07-02 00:00:00,1334,13,273,1054,28,7,2020-07-02 00:00:00,12904,54,938,11684,282
2020-07-01 00:00:00,1321,9,288,1026,41,7,2020-07-01 00:00:00,12850,51,955,11613,282
2020-06-30 00:00:00,1312,7,320,985,43,7,2020-06-30 00:00:00,12800,43,981,11537,282
2020-06-29 00:00:00,1305,7,356,942,19,7,2020-06-29 00:00:00,12757,42,1046,11429,282
2020-06-28 00:00:00,1298,14,368,923,12,7,2020-06-28 00:00:00,12715,63,1069,11364,282
2020-06-27 00:00:00,1284,17,366,911,68,7,2020-06-27 00:00:00,12653,51,1054,11317,282
2020-06-26 00:00:00,1267,17,417,843,82,7,2020-06-26 00:00:00,12602,39,1148,11172,282
2020-06-25 00:00:00,1250,9,482,761,14,7,2020-06-25 00:00:00,12563,28,1307,10974,282
2020-06-24 00:00:00,1241,11,488,747,4,6,2020-06-24 00:00:00,12535,51,1324,10930,281
2020-06-23 00:00:00,1230,6,481,743,10,6,2020-06-23 00:00:00,12484,46,1295,10908,281
2020-06-22 00:00:00,1224,5,485,733,0,6,2020-06-22 00:00:00,12438,17,1277,10881,280
2020-06-21 00:00:00,1219,17,480,733,3,6,2020-06-21 00:00:00,12421,48,1285,10856,280
2020-06-20 00:00:00,1202,14,466,730,6,6,2020-06-20 00:00:00,12373,67,1237,10856,280
2020-06-19 00:00:00,1188,18,458,724,6,6,2020-06-19 00:00:00,12306,49,1191,10835,280
2020-06-18 00:00:00,1170,25,446,718,8,6,2020-06-18 00:00:00,12257,59,1177,10800,280
2020-06-17 00:00:00,1145,13,430,710,7,5,2020-06-17 00:00:00,12198,43,1145,10774,279
2020-06-16 00:00:00,1132,12,425,703,14,4,2020-06-16 00:00:00,12155,34,1117,10760,278
2020-06-15 00:00:00,1120,7,427,689,0,4,2020-06-15 00:00:00,12121,37,1114,10730,277
2020-06-14 00:00:00,1113,12,420,689,1,4,2020-06-14 00:00:00,12085,34,1090,10718,277
2020-06-13 00:00:00,1101,29,409,688,8,4,2020-06-13 00:00:00,12051,49,1083,10691,277
2020-06-12 00:00:00,1072,24,388,680,5,4,2020-06-12 00:00:00,12003,56,1057,10669,277
2020-06-11 10:00:00,1048,19,369,675,9,4,2020-06-11 00:00:00,11947,45,1017,10654,276
2020-06-10 10:00:00,1029,10,359,666,2,4,2020-06-10 00:00:00,11902,50,1015,10611,276
2020-06-09 10:00:00,1019,22,351,664,13,4,2020-06-09 00:00:00,11852,38,989,10589,274
2020-06-08 10:00:00,997,18,342,651,0,4,2020-06-08 00:00:00,11814,38,978,10563,273
2020-06-07 10:00:00,979,27,324,651,1,4,2020-06-07 00:00:00,11776,57,951,10552,273
2020-06-06 10:00:00,952,23,298,650,5,4,2020-06-06 00:00:00,11719,51,915,10531,273
2020-06-05 10:00:00,929,13,280,645,1,4,2020-06-05 00:00:00,11668,39,889,10506,273
2020-06-04 10:00:00,916,20,268,644,5,4,2020-06-04 00:00:00,11629,39,857,10499,273
2020-06-03 10:00:00,896,18,253,639,1,4,2020-06-03 00:00:00,11590,49,850,10467,273
2020-06-02 10:00:00,878,15,236,638,11,4,2020-06-02 00:00:00,11541,38,823,10446,272
2020-06-01 10:00:00,863,2,232,627,0,4,2020-06-01 00:00:00,11503,35,810,10422,271
2020-05-31 10:00:00,861,6,230,627,0,4,2020-05-31 00:00:00,11468,27,793,10405,270
2020-05-30 10:00:00,855,9,224,627,4,4,2020-05-30 00:00:00,11441,39,774,10398,269
2020-05-29 10:00:00,846,18,219,623,2,4,2020-05-29 00:00:00,11402,58,770,10363,269
2020-05-28 10:00:00,828,21,203,621,3,4,2020-05-28 00:00:00,11344,79,735,10340,269
2020-05-27 10:00:00,807,15,185,618,4,4,2020-05-27 00:00:00,11265,40,701,10295,269
2020-05-26 10:00:00,792,16,174,614,7,4,2020-05-26 00:00:00,11225,19,681,10275,269
2020-05-25 10:00:00,776,8,165,607,3,4,2020-05-25 00:00:00,11206,16,713,10226,267
2020-05-24 10:00:00,768,6,160,604,0,4,2020-05-24 00:00:00,11190,25,711,10213,266
2020-05-23 10:00:00,762,3,154,604,5,4,2020-05-23 00:00:00,11165,23,705,10194,266
2020-05-22 10:00:00,759,3,156,599,3,4,2020-05-22 00:00:00,11142,20,716,10162,264
2020-05-21 10:00:00,756,3,156,596,4,4,2020-05-21 00:00:00,11122,12,723,10135,264
2020-05-20 10:00:00,753,3,157,592,5,4,2020-05-20 00:00:00,11110,32,781,10066,263
2020-05-19 10:00:00,750,14,159,587,8,4,2020-05-19 00:00:00,11078,13,877,9938,263
2020-05-18 10:00:00,736,1,153,579,4,4,2020-05-18 00:00:00,11065,15,898,9904,263
2020-05-17 10:00:00,735,4,156,575,1,4,2020-05-17 00:00:00,11050,19,900,9888,262
2020-05-16 10:00:00,731,6,153,574,5,4,2020-05-16 00:00:00,11037,19,924,9851,262
2020-05-15 10:00:00,725,11,152,569,5,4,2020-05-15 00:00:00,11018,27,937,9821,260
2020-05-14 10:00:00,714,6,146,564,6,4,2020-05-14 00:00:00,10991,29,969,9762,260
2020-05-13 10:00:00,708,5,147,558,5,3,2020-05-13 00:00:00,10962,26,1008,9695,259
2020-05-12 10:00:00,703,13,147,554,7,2,2020-05-12 00:00:00,10936,27,1008,9670,258
2020-05-11 10:00:00,690,21,141,547,6,2,2020-05-11 00:00:00,10909,35,1021,9632,256
2020-05-10 10:00:00,669,11,126,541,5,2,2020-05-10 00:00:00,10874,34,1008,9610,256
2020-05-09 10:00:00,658,10,120,536,16,2,2020-05-09 00:00:00,10840,18,1016,9568,256
2020-05-08 10:00:00,648,11,126,520,12,2,2020-05-08 00:00:00,10822,12,1082,9484,256
2020-05-07 10:00:00,637,0,127,508,14,2,2020-05-07 00:00:00,10810,4,1135,9419,256
2020-05-06 10:00:00,637,0,141,494,5,2,2020-05-06 00:00:00,10806,2,1218,9333,255
2020-05-05 10:00:00,637,0,146,489,8,2,2020-05-05 00:00:00,10804,3,1267,9283,254
2020-05-04 10:00:00,637,0,154,481,8,2,2020-05-04 00:00:00,10801,8,1332,9217,252
2020-05-03 10:00:00,637,2,162,473,10,2,2020-05-03 00:00:00,10793,13,1360,9183,250
2020-05-02 10:00:00,635,1,170,463,8,2,2020-05-02 00:00:00,10780,6,1407,9123,250
2020-05-01 10:00:00,634,1,177,455,2,2,2020-05-01 00:00:00,10774,9,1454,9072,248
2020-04-30 10:00:00,633,0,178,453,16,2,2020-04-30 00:00:00,10765,4,1459,9059,247
2020-04-29 10:00:00,633,0,194,437,10,2,2020-04-29 00:00:00,10761,9,1593,8922,246
2020-04-28 10:00:00,633,4,204,427,34,2,2020-04-28 00:00:00,10752,14,1654,8854,244
2020-04-27 10:00:00,629,0,234,393,5,2,2020-04-27 00:00:00,10738,10,1731,8764,243
2020-04-26 10:00:00,629,0,239,388,5,2,2020-04-26 00:00:00,10728,10,1769,8717,242
2020-04-25 10:00:00,629,1,244,383,21,2,2020-04-25 00:00:00,10718,10,1843,8635,240
2020-04-24 10:00:00,628,0,264,362,20,2,2020-04-24 00:00:00,10708,6,1967,8501,240
2020-04-23 10:00:00,628,0,284,342,20,2,2020-04-23 00:00:00,10702,8,2051,8411,240
2020-04-22 10:00:00,628,2,304,322,7,2,2020-04-22 00:00:00,10694,11,2179,8277,238
2020-04-21 10:00:00,626,0,309,315,0,2,2020-04-21 00:00:00,10683,0,2233,8213,237
2020-04-20 10:00:00,624,0,318,304,0,2,2020-04-20 00:00:00,10674,0,2324,8114,236
2020-04-19 10:00:00,624,0,334,288,0,2,2020-04-19 00:00:00,10661,0,2385,8042,234
2020-04-18 10:00:00,623,0,347,274,0,2,2020-04-18 00:00:00,10653,0,2484,7937,232
2020-04-17 10:00:00,621,0,351,268,0,2,2020-04-17 00:00:00,10635,0,2576,7829,230
2020-04-16 10:00:00,619,0,367,250,0,2,2020-04-16 00:00:00,10613,0,2627,7757,229
2020-04-15 10:00:00,619,0,378,239,0,2,2020-04-15 00:00:00,10591,0,2750,7616,225
2020-04-14 10:00:00,613,0,383,228,0,2,2020-04-14 00:00:00,10564,0,2808,7534,222
2020-04-13 10:00:00,610,0,394,214,0,2,2020-04-13 00:00:00,10537,0,2873,7447,217
2020-04-12 10:00:00,602,0,398,202,0,2,2020-04-12 00:00:00,10512,0,2930,7368,214
2020-04-11 10:00:00,600,0,403,195,0,2,2020-04-11 00:00:00,10480,0,3026,7243,211
2020-04-10 10:00:00,597,0,410,185,0,2,2020-04-10 00:00:00,10450,0,3125,7117,208
2020-04-09 10:00:00,592,0,416,174,0,2,2020-04-09 00:00:00,10423,0,3246,6973,204
2020-04-08 10:00:00,581,0,410,169,0,2,2020-04-08 00:00:00,10384,0,3408,6776,200
2020-04-07 10:00:00,571,0,407,164,0,0,2020-04-07 00:00:00,10331,0,3445,6694,192
2020-04-06 10:00:00,563,0,412,151,0,0,2020-04-06 00:00:00,10284,0,3500,6598,186
2020-04-05 10:00:00,558,0,413,145,0,0,2020-04-05 00:00:00,10237,0,3591,6463,183
2020-04-04 10:00:00,533,0,389,144,0,0,2020-04-04 00:00:00,10156,0,3654,6325,177
2020-04-03 10:00:00,513,0,382,131,0,0,2020-04-03 00:00:00,10062,0,3867,6021,174
2020-04-02 10:00:00,494,0,367,127,0,0,2020-04-02 00:00:00,9976,0,3979,5828,169
2020-04-01 10:00:00,478,0,361,117,0,0,2020-04-01 00:00:00,9887,0,4155,5567,165
2020-03-31 10:00:00,454,0,347,107,0,0,2020-03-31 00:00:00,9786,0,4216,5408,162
2020-03-30 10:00:00,434,0,342,92,0,0,2020-03-30 00:00:00,9661,0,4215,5288,158
2020-03-29 10:00:00,413,0,320,93,0,0,2020-03-29 00:00:00,9583,0,4398,5033,152
2020-03-28 10:00:00,391,0,298,93,0,0,2020-03-28 00:00:00,9478,0,4523,4811,144
2020-03-27 00:00:00,376,0,288,88,0,0,2020-03-27 00:00:00,9332,0,4665,4528,139
2020-03-26 00:00:00,361,0,280,81,0,0,2020-03-26 00:00:00,9241,0,4966,4144,131
2020-03-25 00:00:00,347,0,275,72,0,0,2020-03-25 00:00:00,9137,0,5281,3730,126
2020-03-24 00:00:00,334,0,262,72,0,0,2020-03-24 00:00:00,9037,0,5410,3507,120
2020-03-23 00:00:00,330,0,266,64,0,0,2020-03-23 00:00:00,8961,0,5684,3166,111
2020-03-22 00:00:00,324,0,260,64,0,0,2020-03-22 00:00:00,8897,0,5884,2909,104
2020-03-21 00:00:00,314,0,250,64,0,0,2020-03-21 00:00:00,8799,0,6085,2612,102
2020-03-20 00:00:00,299,0,235,64,0,0,2020-03-20 00:00:00,8652,0,6325,2233,94
2020-03-19 00:00:00,282,0,224,58,0,0,2020-03-19 00:00:00,8565,0,6527,1947,91
2020-03-18 00:00:00,270,0,215,55,0,0,2020-03-18 00:00:00,8413,0,6789,1540,84
2020-03-17 10:00:00,267,0,212,55,0,0,2020-03-17 00:00:00,8320,0,6838,1401,81
2020-03-16 10:00:00,254,0,202,52,0,0,2020-03-16 00:00:00,8236,0,7024,1137,75
2020-03-15 10:00:00,248,0,201,47,0,0,2020-03-15 00:00:00,8162,0,7253,834,75
2020-03-14 10:00:00,240,0,196,44,0,0,2020-03-14 00:00:00,8086,0,7300,714,72
2020-03-13 10:00:00,231,0,191,40,0,0,2020-03-13 00:00:00,7979,0,7402,510,67
2020-03-12 10:00:00,219,0,181,38,0,0,2020-03-12 00:00:00,7869,0,7470,333,66
2020-03-11 10:00:00,205,0,168,37,0,0,2020-03-11 00:00:00,7755,0,7407,288,60
2020-03-10 10:00:00,156,0,126,30,0,0,2020-03-10 00:00:00,7513,0,7212,247,54
2020-03-09 10:00:00,130,0,101,29,0,0,2020-03-09 00:00:00,7382,0,7165,166,51
2020-03-08 10:00:00,120,0,92,28,0,0,2020-03-08 00:00:00,7134,0,6954,130,50
2020-03-07 10:00:00,114,0,88,26,0,0,2020-03-07 00:00:00,6767,0,6605,118,44
2020-03-06 10:00:00,106,0,80,26,0,0,2020-03-06 00:00:00,6284,0,6134,108,42
2020-03-05 10:00:00,105,0,79,26,0,0,2020-03-05 00:00:00,5766,0,5643,88,35
2020-03-04 10:00:00,99,0,73,26,0,0,2020-03-04 00:00:00,5328,0,5255,41,32
2020-03-03 10:00:00,98,0,82,16,0,0,2020-03-03 00:00:00,4812,0,4750,34,28
2020-03-02 10:00:00,92,0,92,0,0,0,2020-03-02 10:00:00,4212,0,4159,31,22
2020-03-01 10:00:00,86,0,86,0,0,0,2020-03-01 16:00:00,3736,0,3688,30,18
2020-02-29 10:00:00,77,0,77,0,0,0,2020-02-29 16:00:00,3150,0,3105,28,17
2020-02-28 10:00:00,65,0,65,0,0,0,2020-02-28 16:00:00,2337,0,2297,27,13
2020-02-27 10:00:00,59,0,59,0,0,0,2020-02-27 16:00:00,1766,0,1727,26,13
2020-02-26 16:00:00,49,0,49,0,0,0,2020-02-26 16:00:00,1261,0,1225,24,12
2020-02-25 18:00:00,44,0,44,0,0,0,2020-02-25 18:00:00,1146,0,1113,22,11
2020-02-24 18:00:00,31,0,31,0,0,0,2020-02-24 18:00:00,833,0,804,22,7
2020-02-23 16:00:00,25,0,25,0,0,0,2020-02-23 16:00:00,602,0,579,18,5
2020-02-22 18:00:00,24,0,24,0,0,0,2020-02-22 18:00:00,433,0,413,18,2
2020-02-21 16:00:00,18,0,18,0,0,0,2020-02-21 16:00:00,204,0,186,17,1
2020-02-20 18:00:00,15,0,15,0,0,0,2020-02-20 18:00:00,104,0,87,16,1
2020-02-19 18:00:00,13,0,13,0,0,0,2020-02-19 18:00:00,82,0,66,16,0
2020-02-18 18:00:00,12,0,12,0,0,0,2020-02-18 18:00:00,31,0,19,12,0
2020-02-17 18:00:00,12,0,12,0,0,0,2020-02-17 18:00:00,30,0,20,10,0
2020-02-16 18:00:00,11,0,11,0,0,0,2020-02-16 18:00:00,29,0,20,9,0
2020-02-15 18:00:00,10,0,10,0,0,0,2020-02-15 18:00:00,28,0,19,9,0
2020-02-14 18:00:00,10,0,10,0,0,0,2020-02-14 18:00:00,28,0,21,7,0
2020-02-13 18:00:00,10,0,10,0,0,0,2020-02-13 18:00:00,28,0,21,7,0
2020-02-12 18:00:00,10,0,10,0,0,0,2020-02-12 18:00:00,28,0,21,7,0
2020-02-11 18:00:00,10,0,10,0,0,0,2020-02-11 18:00:00,28,0,24,4,0
2020-02-10 18:00:00,10,0,10,0,0,0,2020-02-10 18:00:00,27,0,24,3,0
2020-02-09 18:00:00,10,0,10,0,0,0,2020-02-09 18:00:00,27,0,24,3,0
2020-02-08 18:00:00,10,0,10,0,0,0,2020-02-08 18:00:00,24,0,22,2,0
2020-02-07 18:00:00,10,0,10,0,0,0,2020-02-07 18:00:00,24,0,22,2,0
2020-02-06 09:00:00,11,0,11,0,0,0,2020-02-06 09:00:00,24,0,23,1,0
2020-02-05 15:00:00,8,0,8,0,0,0,2020-02-05 15:00:00,18,0,18,0,0
